order_detail_id,order_id,product_id,quantity,discount,customer_id,order_date,region,payment_method,product_name,category,subcategory,price,cost,customer_name,email,city,state,country,gross_sales,discount_amount,revenue,cost_amount,profit
1682,1054,46,5,5.0,474,2025-11-06,North,UPI,Basic Printer Paper,Office Supplies,Paper,770.0,360.0,Sanjay Kumar,customer474@example.com,New Delhi,Delhi,India,3850.0,192.5,3657.5,1800.0,1857.5
1683,1054,8,2,0.0,474,2025-11-06,North,UPI,Standard Monitor,Electronics,Computers,37290.0,24560.0,Sanjay Kumar,customer474@example.com,New Delhi,Delhi,India,74580.0,0.0,74580.0,49120.0,25460.0
1684,1055,20,2,0.0,598,2026-02-16,South,Credit Card,Standard Keyboard,Accessories,Computer Accessories,5930.0,3350.0,Aarav Sharma,customer598@example.com,Mysuru,Karnataka,India,11860.0,0.0,11860.0,6700.0,5160.0
1685,1056,52,1,5.0,297,2025-07-15,South,UPI,Basic Backpack,Accessories,Bags,2860.0,1810.0,Vikram Reddy,customer297@example.com,Chennai,Tamil Nadu,India,2860.0,143.0,2717.0,1810.0,907.0
1686,1056,18,2,20.0,297,2025-07-15,South,UPI,Pro Tablet,Electronics,Mobiles,22530.0,11300.0,Vikram Reddy,customer297@example.com,Chennai,Tamil Nadu,India,45060.0,9012.0,36048.0,22600.0,13448.0
1687,1056,13,1,10.0,297,2025-07-15,South,UPI,Basic Printer,Electronics,Office Tech,27360.0,14070.0,Vikram Reddy,customer297@example.com,Chennai,Tamil Nadu,India,27360.0,2736.0,24624.0,14070.0,10554.0
1688,1056,25,1,5.0,297,2025-07-15,South,UPI,Basic Webcam,Accessories,Computer Accessories,1440.0,1140.0,Vikram Reddy,customer297@example.com,Chennai,Tamil Nadu,India,1440.0,72.0,1368.0,1140.0,228.0
1689,1057,30,2,5.0,964,2024-11-28,West,UPI,Pro USB Drive,Accessories,Storage,4200.0,2680.0,Sanjay Nair,customer964@example.com,Jaipur,Rajasthan,India,8400.0,420.0,7980.0,5360.0,2620.0
1690,1058,48,1,5.0,375,2024-05-04,Central,Debit Card,Pro Printer Paper,Office Supplies,Paper,280.0,220.0,Vivaan Kumar,customer375@example.com,Indore,Madhya Pradesh,India,280.0,14.0,266.0,220.0,46.0
1691,1058,8,1,10.0,375,2024-05-04,Central,Debit Card,Standard Monitor,Electronics,Computers,37290.0,24560.0,Vivaan Kumar,customer375@example.com,Indore,Madhya Pradesh,India,37290.0,3729.0,33561.0,24560.0,9001.0
1692,1058,42,1,5.0,375,2024-05-04,Central,Debit Card,Pro Notebook,Office Supplies,Stationery,460.0,220.0,Vivaan Kumar,customer375@example.com,Indore,Madhya Pradesh,India,460.0,23.0,437.0,220.0,217.0
1693,1059,59,1,10.0,282,2026-08-01,South,UPI,Standard External SSD,Electronics,Storage,16910.0,13510.0,Vikram Singh,customer282@example.com,Madurai,Tamil Nadu,India,16910.0,1691.0,15219.0,13510.0,1709.0
1694,1060,4,3,0.0,701,2024-05-05,North,UPI,Basic Smartphone,Electronics,Mobiles,14820.0,10940.0,Aditya Verma,customer701@example.com,Amritsar,Punjab,India,44460.0,0.0,44460.0,32820.0,11640.0
1695,1060,22,2,0.0,701,2024-05-05,North,UPI,Basic Mouse,Accessories,Computer Accessories,1940.0,1550.0,Aditya Verma,customer701@example.com,Amritsar,Punjab,India,3880.0,0.0,3880.0,3100.0,780.0
1696,1061,14,3,0.0,211,2025-05-13,South,Credit Card,Standard Printer,Electronics,Office Tech,27480.0,16430.0,Sneha Naidu,customer211@example.com,Bengaluru,Karnataka,India,82440.0,0.0,82440.0,49290.0,33150.0
1697,1062,7,1,0.0,954,2025-04-30,East,UPI,Basic Monitor,Electronics,Computers,8250.0,5920.0,Isha Sharma,customer954@example.com,Durgapur,West Bengal,India,8250.0,0.0,8250.0,5920.0,2330.0
1698,1063,9,2,5.0,935,2025-08-18,North,UPI,Pro Monitor,Electronics,Computers,11750.0,8800.0,Pooja Verma,customer935@example.com,New Delhi,Delhi,India,23500.0,1175.0,22325.0,17600.0,4725.0
1699,1064,35,1,5.0,913,2024-07-12,East,Net Banking,Standard Office Desk,Furniture,Office Furniture,34990.0,16990.0,Pooja Patel,customer913@example.com,Cuttack,Odisha,India,34990.0,1749.5,33240.5,16990.0,16250.5
1700,1064,45,2,15.0,913,2024-07-12,East,Net Banking,Pro Pen Pack,Office Supplies,Stationery,40.0,30.0,Pooja Patel,customer913@example.com,Cuttack,Odisha,India,80.0,12.0,68.0,60.0,8.0
1701,1065,53,2,5.0,107,2026-07-25,West,UPI,Standard Backpack,Accessories,Bags,3160.0,1910.0,Isha Chowdhury,customer107@example.com,Nagpur,Maharashtra,India,6320.0,316.0,6004.0,3820.0,2184.0
1702,1065,15,1,5.0,107,2026-07-25,West,UPI,Pro Printer,Electronics,Office Tech,8120.0,3940.0,Isha Chowdhury,customer107@example.com,Nagpur,Maharashtra,India,8120.0,406.0,7714.0,3940.0,3774.0
1703,1065,38,2,0.0,107,2026-07-25,West,UPI,Standard Bookshelf,Furniture,Storage Furniture,7510.0,4240.0,Isha Chowdhury,customer107@example.com,Nagpur,Maharashtra,India,15020.0,0.0,15020.0,8480.0,6540.0
1704,1066,29,1,5.0,648,2026-02-22,East,Wallet,Standard USB Drive,Accessories,Storage,4260.0,2300.0,Ananya Rao,customer648@example.com,Gaya,Bihar,India,4260.0,213.0,4047.0,2300.0,1747.0
1705,1067,53,1,5.0,2,2024-06-06,East,UPI,Standard Backpack,Accessories,Bags,3160.0,1910.0,Ananya Gupta,customer2@example.com,Kolkata,West Bengal,India,3160.0,158.0,3002.0,1910.0,1092.0
1706,1068,16,1,0.0,797,2024-12-04,East,Credit Card,Basic Tablet,Electronics,Mobiles,18350.0,14200.0,Priya Sharma,customer797@example.com,Cuttack,Odisha,India,18350.0,0.0,18350.0,14200.0,4150.0
1707,1069,39,2,5.0,631,2024-04-20,West,Debit Card,Pro Bookshelf,Furniture,Storage Furniture,14890.0,9110.0,Ananya Kumar,customer631@example.com,Jodhpur,Rajasthan,India,29780.0,1489.0,28291.0,18220.0,10071.0
1708,1069,40,1,5.0,631,2024-04-20,West,Debit Card,Basic Notebook,Office Supplies,Stationery,380.0,190.0,Ananya Kumar,customer631@example.com,Jodhpur,Rajasthan,India,380.0,19.0,361.0,190.0,171.0
1709,1070,48,1,5.0,898,2025-04-03,South,UPI,Pro Printer Paper,Office Supplies,Paper,280.0,220.0,Priya Nair,customer898@example.com,Thiruvananthapuram,Kerala,India,280.0,14.0,266.0,220.0,46.0
1710,1070,23,1,15.0,898,2025-04-03,South,UPI,Standard Mouse,Accessories,Computer Accessories,2320.0,1120.0,Priya Nair,customer898@example.com,Thiruvananthapuram,Kerala,India,2320.0,348.0,1972.0,1120.0,852.0
1711,1071,56,2,0.0,688,2025-05-24,South,Debit Card,Standard Desk Lamp,Furniture,Office Accessories,4550.0,2480.0,Priya Gupta,customer688@example.com,Madurai,Tamil Nadu,India,9100.0,0.0,9100.0,4960.0,4140.0
1712,1072,33,3,15.0,151,2024-08-05,East,Debit Card,Pro Office Chair,Furniture,Office Furniture,21610.0,13690.0,Ananya Joshi,customer151@example.com,Kolkata,West Bengal,India,64830.0,9724.5,55105.5,41070.0,14035.5
1713,1073,21,1,20.0,361,2025-01-04,East,UPI,Pro Keyboard,Accessories,Computer Accessories,2940.0,1810.0,Meera Mishra,customer361@example.com,Durgapur,West Bengal,India,2940.0,588.0,2352.0,1810.0,542.0
1714,1074,3,2,10.0,463,2025-05-04,North,Debit Card,Pro Laptop,Electronics,Computers,51630.0,38010.0,Ananya Reddy,customer463@example.com,New Delhi,Delhi,India,103260.0,10326.0,92934.0,76020.0,16914.0
1715,1074,43,4,15.0,463,2025-05-04,North,Debit Card,Basic Pen Pack,Office Supplies,Stationery,190.0,130.0,Ananya Reddy,customer463@example.com,New Delhi,Delhi,India,760.0,114.0,646.0,520.0,126.0
1716,1074,40,2,5.0,463,2025-05-04,North,Debit Card,Basic Notebook,Office Supplies,Stationery,380.0,190.0,Ananya Reddy,customer463@example.com,New Delhi,Delhi,India,760.0,38.0,722.0,380.0,342.0
1717,1075,33,2,5.0,136,2025-04-28,North,Cash on Delivery,Pro Office Chair,Furniture,Office Furniture,21610.0,13690.0,Rahul Verma,customer136@example.com,New Delhi,Delhi,India,43220.0,2161.0,41059.0,27380.0,13679.0
1718,1075,13,2,5.0,136,2025-04-28,North,Cash on Delivery,Basic Printer,Electronics,Office Tech,27360.0,14070.0,Rahul Verma,customer136@example.com,New Delhi,Delhi,India,54720.0,2736.0,51984.0,28140.0,23844.0
1719,1075,49,1,10.0,136,2025-04-28,North,Cash on Delivery,Basic Calculator,Office Supplies,Stationery,2390.0,1340.0,Rahul Verma,customer136@example.com,New Delhi,Delhi,India,2390.0,239.0,2151.0,1340.0,811.0
1720,1076,54,3,5.0,46,2024-06-29,Central,Credit Card,Pro Backpack,Accessories,Bags,3340.0,2580.0,Arjun Mishra,customer46@example.com,Bhopal,Madhya Pradesh,India,10020.0,501.0,9519.0,7740.0,1779.0
1721,1076,18,1,10.0,46,2024-06-29,Central,Credit Card,Pro Tablet,Electronics,Mobiles,22530.0,11300.0,Arjun Mishra,customer46@example.com,Bhopal,Madhya Pradesh,India,22530.0,2253.0,20277.0,11300.0,8977.0
1722,1077,43,2,10.0,943,2025-08-31,East,Net Banking,Basic Pen Pack,Office Supplies,Stationery,190.0,130.0,Aarav Gupta,customer943@example.com,Kolkata,West Bengal,India,380.0,38.0,342.0,260.0,82.0
1723,1078,13,1,15.0,416,2024-01-05,North,UPI,Basic Printer,Electronics,Office Tech,27360.0,14070.0,Ananya Gupta,customer416@example.com,Lucknow,Uttar Pradesh,India,27360.0,4104.0,23256.0,14070.0,9186.0
1724,1078,29,1,5.0,416,2024-01-05,North,UPI,Standard USB Drive,Accessories,Storage,4260.0,2300.0,Ananya Gupta,customer416@example.com,Lucknow,Uttar Pradesh,India,4260.0,213.0,4047.0,2300.0,1747.0
1725,1078,41,1,5.0,416,2024-01-05,North,UPI,Standard Notebook,Office Supplies,Stationery,430.0,270.0,Ananya Gupta,customer416@example.com,Lucknow,Uttar Pradesh,India,430.0,21.5,408.5,270.0,138.5
1726,1079,59,3,5.0,233,2025-07-04,South,UPI,Standard External SSD,Electronics,Storage,16910.0,13510.0,Vivaan Iyer,customer233@example.com,Mangaluru,Karnataka,India,50730.0,2536.5,48193.5,40530.0,7663.5
1727,1080,4,2,10.0,870,2025-08-29,North,Net Banking,Basic Smartphone,Electronics,Mobiles,14820.0,10940.0,Sanjay Gupta,customer870@example.com,Noida,Uttar Pradesh,India,29640.0,2964.0,26676.0,21880.0,4796.0
1728,1080,30,1,10.0,870,2025-08-29,North,Net Banking,Pro USB Drive,Accessories,Storage,4200.0,2680.0,Sanjay Gupta,customer870@example.com,Noida,Uttar Pradesh,India,4200.0,420.0,3780.0,2680.0,1100.0
1729,1080,59,2,10.0,870,2025-08-29,North,Net Banking,Standard External SSD,Electronics,Storage,16910.0,13510.0,Sanjay Gupta,customer870@example.com,Noida,Uttar Pradesh,India,33820.0,3382.0,30438.0,27020.0,3418.0
1730,1081,52,2,5.0,758,2026-07-07,West,UPI,Basic Backpack,Accessories,Bags,2860.0,1810.0,Kavya Kumar,customer758@example.com,Vadodara,Gujarat,India,5720.0,286.0,5434.0,3620.0,1814.0
1731,1081,37,1,10.0,758,2026-07-07,West,UPI,Basic Bookshelf,Furniture,Storage Furniture,14740.0,10420.0,Kavya Kumar,customer758@example.com,Vadodara,Gujarat,India,14740.0,1474.0,13266.0,10420.0,2846.0
1732,1082,13,1,20.0,458,2026-06-06,North,UPI,Basic Printer,Electronics,Office Tech,27360.0,14070.0,Pooja Gupta,customer458@example.com,Ludhiana,Punjab,India,27360.0,5472.0,21888.0,14070.0,7818.0
1733,1082,58,1,10.0,458,2026-06-06,North,UPI,Basic External SSD,Electronics,Storage,19790.0,14490.0,Pooja Gupta,customer458@example.com,Ludhiana,Punjab,India,19790.0,1979.0,17811.0,14490.0,3321.0
1734,1082,11,2,5.0,458,2026-06-06,North,UPI,Standard Headphones,Electronics,Audio,10860.0,7010.0,Pooja Gupta,customer458@example.com,Ludhiana,Punjab,India,21720.0,1086.0,20634.0,14020.0,6614.0
1735,1083,23,1,5.0,686,2024-04-27,West,Credit Card,Standard Mouse,Accessories,Computer Accessories,2320.0,1120.0,Kavya Nair,customer686@example.com,Surat,Gujarat,India,2320.0,116.0,2204.0,1120.0,1084.0
1736,1084,41,1,0.0,860,2026-07-11,South,Debit Card,Standard Notebook,Office Supplies,Stationery,430.0,270.0,Kiran Reddy,customer860@example.com,Visakhapatnam,Andhra Pradesh,India,430.0,0.0,430.0,270.0,160.0
1737,1085,36,2,10.0,574,2025-09-21,West,UPI,Pro Office Desk,Furniture,Office Furniture,29870.0,15610.0,Aditya Das,customer574@example.com,Jodhpur,Rajasthan,India,59740.0,5974.0,53766.0,31220.0,22546.0
1738,1086,57,1,0.0,928,2025-03-22,East,UPI,Pro Desk Lamp,Furniture,Office Accessories,2610.0,1720.0,Kiran Singh,customer928@example.com,Durgapur,West Bengal,India,2610.0,0.0,2610.0,1720.0,890.0
1739,1087,46,1,5.0,582,2026-07-19,North,UPI,Basic Printer Paper,Office Supplies,Paper,770.0,360.0,Aarav Gupta,customer582@example.com,Faridabad,Haryana,India,770.0,38.5,731.5,360.0,371.5
1740,1087,45,2,15.0,582,2026-07-19,North,UPI,Pro Pen Pack,Office Supplies,Stationery,40.0,30.0,Aarav Gupta,customer582@example.com,Faridabad,Haryana,India,80.0,12.0,68.0,60.0,8.0
1741,1088,42,2,10.0,758,2026-01-07,West,Cash on Delivery,Pro Notebook,Office Supplies,Stationery,460.0,220.0,Kavya Kumar,customer758@example.com,Vadodara,Gujarat,India,920.0,92.0,828.0,440.0,388.0
1742,1088,40,4,10.0,758,2026-01-07,West,Cash on Delivery,Basic Notebook,Office Supplies,Stationery,380.0,190.0,Kavya Kumar,customer758@example.com,Vadodara,Gujarat,India,1520.0,152.0,1368.0,760.0,608.0
1743,1088,9,3,5.0,758,2026-01-07,West,Cash on Delivery,Pro Monitor,Electronics,Computers,11750.0,8800.0,Kavya Kumar,customer758@example.com,Vadodara,Gujarat,India,35250.0,1762.5,33487.5,26400.0,7087.5
1744,1089,12,2,0.0,959,2025-12-29,West,Credit Card,Pro Headphones,Electronics,Audio,2790.0,1420.0,Sneha Mishra,customer959@example.com,Mumbai,Maharashtra,India,5580.0,0.0,5580.0,2840.0,2740.0
1745,1090,21,1,15.0,82,2025-02-08,South,Debit Card,Pro Keyboard,Accessories,Computer Accessories,2940.0,1810.0,Divya Kumar,customer82@example.com,Coimbatore,Tamil Nadu,India,2940.0,441.0,2499.0,1810.0,689.0
1746,1090,29,1,0.0,82,2025-02-08,South,Debit Card,Standard USB Drive,Accessories,Storage,4260.0,2300.0,Divya Kumar,customer82@example.com,Coimbatore,Tamil Nadu,India,4260.0,0.0,4260.0,2300.0,1960.0
1747,1091,37,4,5.0,507,2025-03-19,North,Cash on Delivery,Basic Bookshelf,Furniture,Storage Furniture,14740.0,10420.0,Kavya Mishra,customer507@example.com,Faridabad,Haryana,India,58960.0,2948.0,56012.0,41680.0,14332.0
1748,1091,18,2,15.0,507,2025-03-19,North,Cash on Delivery,Pro Tablet,Electronics,Mobiles,22530.0,11300.0,Kavya Mishra,customer507@example.com,Faridabad,Haryana,India,45060.0,6759.0,38301.0,22600.0,15701.0
1749,1092,9,1,0.0,213,2024-02-15,South,Debit Card,Pro Monitor,Electronics,Computers,11750.0,8800.0,Kavya Nair,customer213@example.com,Warangal,Telangana,India,11750.0,0.0,11750.0,8800.0,2950.0
1750,1092,16,1,10.0,213,2024-02-15,South,Debit Card,Basic Tablet,Electronics,Mobiles,18350.0,14200.0,Kavya Nair,customer213@example.com,Warangal,Telangana,India,18350.0,1835.0,16515.0,14200.0,2315.0
1751,1092,2,2,5.0,213,2024-02-15,South,Debit Card,Standard Laptop,Electronics,Computers,66030.0,42660.0,Kavya Nair,customer213@example.com,Warangal,Telangana,India,132060.0,6603.0,125457.0,85320.0,40137.0
1752,1092,4,1,15.0,213,2024-02-15,South,Debit Card,Basic Smartphone,Electronics,Mobiles,14820.0,10940.0,Kavya Nair,customer213@example.com,Warangal,Telangana,India,14820.0,2223.0,12597.0,10940.0,1657.0
1753,1093,27,1,10.0,718,2025-09-09,East,Debit Card,Pro Webcam,Accessories,Computer Accessories,4930.0,3140.0,Priya Joshi,customer718@example.com,Kolkata,West Bengal,India,4930.0,493.0,4437.0,3140.0,1297.0
1754,1094,58,2,5.0,48,2024-08-10,East,UPI,Basic External SSD,Electronics,Storage,19790.0,14490.0,Praveen Mishra,customer48@example.com,Bhubaneswar,Odisha,India,39580.0,1979.0,37601.0,28980.0,8621.0
1755,1095,3,1,10.0,42,2025-03-10,East,Net Banking,Pro Laptop,Electronics,Computers,51630.0,38010.0,Sneha Kumar,customer42@example.com,Gaya,Bihar,India,51630.0,5163.0,46467.0,38010.0,8457.0
1756,1096,56,2,0.0,872,2024-12-13,North,UPI,Standard Desk Lamp,Furniture,Office Accessories,4550.0,2480.0,Aditya Gupta,customer872@example.com,Gurugram,Haryana,India,9100.0,0.0,9100.0,4960.0,4140.0
1757,1097,56,4,5.0,901,2024-06-25,South,UPI,Standard Desk Lamp,Furniture,Office Accessories,4550.0,2480.0,Aarav Singh,customer901@example.com,Mysuru,Karnataka,India,18200.0,910.0,17290.0,9920.0,7370.0
1758,1098,22,3,15.0,461,2024-09-04,East,UPI,Basic Mouse,Accessories,Computer Accessories,1940.0,1550.0,Vikram Patel,customer461@example.com,Kolkata,West Bengal,India,5820.0,873.0,4947.0,4650.0,297.0
1759,1099,41,1,0.0,462,2024-08-03,East,UPI,Standard Notebook,Office Supplies,Stationery,430.0,270.0,Neha Mishra,customer462@example.com,Cuttack,Odisha,India,430.0,0.0,430.0,270.0,160.0
1760,1099,48,1,5.0,462,2024-08-03,East,UPI,Pro Printer Paper,Office Supplies,Paper,280.0,220.0,Neha Mishra,customer462@example.com,Cuttack,Odisha,India,280.0,14.0,266.0,220.0,46.0
1761,1100,23,1,10.0,172,2025-01-24,South,UPI,Standard Mouse,Accessories,Computer Accessories,2320.0,1120.0,Priya Nair,customer172@example.com,Madurai,Tamil Nadu,India,2320.0,232.0,2088.0,1120.0,968.0
1762,1100,51,2,5.0,172,2025-01-24,South,UPI,Pro Calculator,Office Supplies,Stationery,1360.0,760.0,Priya Nair,customer172@example.com,Madurai,Tamil Nadu,India,2720.0,136.0,2584.0,1520.0,1064.0
1763,1101,34,2,15.0,137,2024-09-30,South,Credit Card,Basic Office Desk,Furniture,Office Furniture,11630.0,7610.0,Pooja Joshi,customer137@example.com,Kozhikode,Kerala,India,23260.0,3489.0,19771.0,15220.0,4551.0
1764,1101,24,2,10.0,137,2024-09-30,South,Credit Card,Pro Mouse,Accessories,Computer Accessories,2550.0,1280.0,Pooja Joshi,customer137@example.com,Kozhikode,Kerala,India,5100.0,510.0,4590.0,2560.0,2030.0
1765,1102,53,2,0.0,600,2026-01-25,North,UPI,Standard Backpack,Accessories,Bags,3160.0,1910.0,Isha Gupta,customer600@example.com,Amritsar,Punjab,India,6320.0,0.0,6320.0,3820.0,2500.0
1766,1103,60,2,5.0,703,2025-10-12,West,Credit Card,Pro External SSD,Electronics,Storage,6490.0,3510.0,Meera Das,customer703@example.com,Pune,Maharashtra,India,12980.0,649.0,12331.0,7020.0,5311.0
1767,1104,24,2,10.0,515,2024-02-16,Central,UPI,Pro Mouse,Accessories,Computer Accessories,2550.0,1280.0,Ananya Patel,customer515@example.com,Indore,Madhya Pradesh,India,5100.0,510.0,4590.0,2560.0,2030.0
1768,1105,52,2,10.0,250,2025-01-18,West,UPI,Basic Backpack,Accessories,Bags,2860.0,1810.0,Praveen Mishra,customer250@example.com,Mumbai,Maharashtra,India,5720.0,572.0,5148.0,3620.0,1528.0
1769,1105,57,2,10.0,250,2025-01-18,West,UPI,Pro Desk Lamp,Furniture,Office Accessories,2610.0,1720.0,Praveen Mishra,customer250@example.com,Mumbai,Maharashtra,India,5220.0,522.0,4698.0,3440.0,1258.0
1770,1106,31,1,0.0,736,2025-02-17,South,Wallet,Basic Office Chair,Furniture,Office Furniture,8540.0,5360.0,Kiran Chowdhury,customer736@example.com,Thiruvananthapuram,Kerala,India,8540.0,0.0,8540.0,5360.0,3180.0
1771,1106,21,1,0.0,736,2025-02-17,South,Wallet,Pro Keyboard,Accessories,Computer Accessories,2940.0,1810.0,Kiran Chowdhury,customer736@example.com,Thiruvananthapuram,Kerala,India,2940.0,0.0,2940.0,1810.0,1130.0
1772,1106,33,1,0.0,736,2025-02-17,South,Wallet,Pro Office Chair,Furniture,Office Furniture,21610.0,13690.0,Kiran Chowdhury,customer736@example.com,Thiruvananthapuram,Kerala,India,21610.0,0.0,21610.0,13690.0,7920.0
1773,1107,38,3,0.0,798,2026-06-04,North,UPI,Standard Bookshelf,Furniture,Storage Furniture,7510.0,4240.0,Vivaan Singh,customer798@example.com,New Delhi,Delhi,India,22530.0,0.0,22530.0,12720.0,9810.0
1774,1108,16,3,15.0,831,2024-07-07,South,UPI,Basic Tablet,Electronics,Mobiles,18350.0,14200.0,Praveen Singh,customer831@example.com,Coimbatore,Tamil Nadu,India,55050.0,8257.5,46792.5,42600.0,4192.5
1775,1109,37,1,0.0,315,2026-08-07,South,Credit Card,Basic Bookshelf,Furniture,Storage Furniture,14740.0,10420.0,Vivaan Naidu,customer315@example.com,Kozhikode,Kerala,India,14740.0,0.0,14740.0,10420.0,4320.0
1776,1110,25,3,5.0,684,2024-05-26,West,Credit Card,Basic Webcam,Accessories,Computer Accessories,1440.0,1140.0,Anjali Gupta,customer684@example.com,Pune,Maharashtra,India,4320.0,216.0,4104.0,3420.0,684.0
1777,1110,13,1,15.0,684,2024-05-26,West,Credit Card,Basic Printer,Electronics,Office Tech,27360.0,14070.0,Anjali Gupta,customer684@example.com,Pune,Maharashtra,India,27360.0,4104.0,23256.0,14070.0,9186.0
1778,1110,55,1,15.0,684,2024-05-26,West,Credit Card,Basic Desk Lamp,Furniture,Office Accessories,2260.0,1590.0,Anjali Gupta,customer684@example.com,Pune,Maharashtra,India,2260.0,339.0,1921.0,1590.0,331.0
1779,1111,24,2,10.0,308,2025-08-04,East,Net Banking,Pro Mouse,Accessories,Computer Accessories,2550.0,1280.0,Neha Iyer,customer308@example.com,Cuttack,Odisha,India,5100.0,510.0,4590.0,2560.0,2030.0
1780,1112,32,1,5.0,308,2025-02-21,East,UPI,Standard Office Chair,Furniture,Office Furniture,18550.0,9870.0,Neha Iyer,customer308@example.com,Cuttack,Odisha,India,18550.0,927.5,17622.5,9870.0,7752.5
1781,1113,28,2,5.0,606,2025-07-19,West,Credit Card,Basic USB Drive,Accessories,Storage,1170.0,630.0,Praveen Joshi,customer606@example.com,Surat,Gujarat,India,2340.0,117.0,2223.0,1260.0,963.0
1782,1113,9,2,5.0,606,2025-07-19,West,Credit Card,Pro Monitor,Electronics,Computers,11750.0,8800.0,Praveen Joshi,customer606@example.com,Surat,Gujarat,India,23500.0,1175.0,22325.0,17600.0,4725.0
1783,1114,46,1,10.0,698,2024-11-08,North,Debit Card,Basic Printer Paper,Office Supplies,Paper,770.0,360.0,Sanjay Sharma,customer698@example.com,Amritsar,Punjab,India,770.0,77.0,693.0,360.0,333.0
1784,1115,11,1,0.0,154,2024-04-03,West,Net Banking,Standard Headphones,Electronics,Audio,10860.0,7010.0,Meera Das,customer154@example.com,Jaipur,Rajasthan,India,10860.0,0.0,10860.0,7010.0,3850.0
1785,1115,4,2,5.0,154,2024-04-03,West,Net Banking,Basic Smartphone,Electronics,Mobiles,14820.0,10940.0,Meera Das,customer154@example.com,Jaipur,Rajasthan,India,29640.0,1482.0,28158.0,21880.0,6278.0
1786,1115,30,1,0.0,154,2024-04-03,West,Net Banking,Pro USB Drive,Accessories,Storage,4200.0,2680.0,Meera Das,customer154@example.com,Jaipur,Rajasthan,India,4200.0,0.0,4200.0,2680.0,1520.0
1787,1115,25,2,5.0,154,2024-04-03,West,Net Banking,Basic Webcam,Accessories,Computer Accessories,1440.0,1140.0,Meera Das,customer154@example.com,Jaipur,Rajasthan,India,2880.0,144.0,2736.0,2280.0,456.0
1788,1116,19,1,0.0,403,2025-10-10,North,Debit Card,Basic Keyboard,Accessories,Computer Accessories,3670.0,1820.0,Pooja Reddy,customer403@example.com,Faridabad,Haryana,India,3670.0,0.0,3670.0,1820.0,1850.0
1789,1117,12,1,5.0,800,2026-05-18,South,Credit Card,Pro Headphones,Electronics,Audio,2790.0,1420.0,Kiran Gupta,customer800@example.com,Bengaluru,Karnataka,India,2790.0,139.5,2650.5,1420.0,1230.5
1790,1117,59,1,5.0,800,2026-05-18,South,Credit Card,Standard External SSD,Electronics,Storage,16910.0,13510.0,Kiran Gupta,customer800@example.com,Bengaluru,Karnataka,India,16910.0,845.5,16064.5,13510.0,2554.5
1791,1117,27,4,20.0,800,2026-05-18,South,Credit Card,Pro Webcam,Accessories,Computer Accessories,4930.0,3140.0,Kiran Gupta,customer800@example.com,Bengaluru,Karnataka,India,19720.0,3944.0,15776.0,12560.0,3216.0
1792,1118,17,3,10.0,999,2025-01-22,West,UPI,Standard Tablet,Electronics,Mobiles,26570.0,15630.0,Sanjay Chowdhury,customer999@example.com,Vadodara,Gujarat,India,79710.0,7971.0,71739.0,46890.0,24849.0
1793,1118,40,1,10.0,999,2025-01-22,West,UPI,Basic Notebook,Office Supplies,Stationery,380.0,190.0,Sanjay Chowdhury,customer999@example.com,Vadodara,Gujarat,India,380.0,38.0,342.0,190.0,152.0
1794,1119,50,2,15.0,485,2025-03-17,West,UPI,Standard Calculator,Office Supplies,Stationery,460.0,330.0,Aarav Verma,customer485@example.com,Udaipur,Rajasthan,India,920.0,138.0,782.0,660.0,122.0
1795,1119,45,3,20.0,485,2025-03-17,West,UPI,Pro Pen Pack,Office Supplies,Stationery,40.0,30.0,Aarav Verma,customer485@example.com,Udaipur,Rajasthan,India,120.0,24.0,96.0,90.0,6.0
1796,1119,56,1,10.0,485,2025-03-17,West,UPI,Standard Desk Lamp,Furniture,Office Accessories,4550.0,2480.0,Aarav Verma,customer485@example.com,Udaipur,Rajasthan,India,4550.0,455.0,4095.0,2480.0,1615.0
1797,1120,36,2,10.0,406,2025-10-29,North,UPI,Pro Office Desk,Furniture,Office Furniture,29870.0,15610.0,Ananya Gupta,customer406@example.com,Ludhiana,Punjab,India,59740.0,5974.0,53766.0,31220.0,22546.0
1798,1121,3,1,10.0,356,2025-08-23,South,UPI,Pro Laptop,Electronics,Computers,51630.0,38010.0,Meera Rao,customer356@example.com,Tirupati,Andhra Pradesh,India,51630.0,5163.0,46467.0,38010.0,8457.0
1799,1122,47,3,15.0,438,2025-05-16,East,Credit Card,Standard Printer Paper,Office Supplies,Paper,900.0,550.0,Meera Patel,customer438@example.com,Durgapur,West Bengal,India,2700.0,405.0,2295.0,1650.0,645.0
1800,1123,45,2,15.0,983,2024-06-22,South,UPI,Pro Pen Pack,Office Supplies,Stationery,40.0,30.0,Sanjay Das,customer983@example.com,Nizamabad,Telangana,India,80.0,12.0,68.0,60.0,8.0
1801,1124,41,1,0.0,149,2025-07-29,South,Debit Card,Standard Notebook,Office Supplies,Stationery,430.0,270.0,Neha Iyer,customer149@example.com,Kozhikode,Kerala,India,430.0,0.0,430.0,270.0,160.0
1802,1124,20,2,5.0,149,2025-07-29,South,Debit Card,Standard Keyboard,Accessories,Computer Accessories,5930.0,3350.0,Neha Iyer,customer149@example.com,Kozhikode,Kerala,India,11860.0,593.0,11267.0,6700.0,4567.0
